date,future_rv_20d,future_high_vol_event_q80,future_extreme_vol_event_q90,future_crisis_candidate_q95,flag_realized_vol,flag_vix_level,flag_vix_range,flag_drawdown,flag_selloff,flag_volume,flag_vol_acceleration,direction_tag,qrc_pred_future_rv_20d,model,pred_future_rv_20d,forecast_high_vol,forecast_extreme_vol,forecast_crisis_vol,confirm_score,forecast_regime,rf_qrc_second_encode_ring_level_rate_pred,esn_pred_future_rv_20d
2020-04-01,0.3777204310128774,True,True,True,True,True,True,True,True,False,False,selloff,0.241959918075556,Phase 2 final QRC,0.241959918075556,True,False,False,4,crisis_like,,
2020-04-02,0.3810322565434791,True,True,True,True,True,True,True,False,False,False,rally,0.2200637121432976,Phase 2 final QRC,0.2200637121432976,True,False,False,3,warning,,
2020-04-03,0.3776377060036913,True,True,True,True,True,True,True,True,False,False,selloff,0.2126220922345688,Phase 2 final QRC,0.2126220922345688,True,False,False,4,crisis_like,,
2020-04-06,0.3007156144814732,True,True,False,True,True,False,True,False,False,False,rally,0.2579022361225618,Phase 2 final QRC,0.2579022361225618,True,False,False,2,warning,,
2020-04-07,0.3016616148498545,True,True,False,True,True,False,False,False,False,False,neutral,0.3255572513957416,Phase 2 final QRC,0.3255572513957416,True,True,False,1,warning,,
2020-04-08,0.2812055526195198,True,True,False,True,True,True,False,False,False,False,rally,0.26176407376493,Phase 2 final QRC,0.26176407376493,True,False,False,2,warning,,
2020-04-09,0.2821274398121022,True,True,False,True,True,True,False,False,False,False,rally,0.2592663292258501,Phase 2 final QRC,0.2592663292258501,True,False,False,2,warning,,
2020-04-13,0.2802434650929139,True,True,False,True,True,False,False,True,False,False,selloff,0.2338493118120295,Phase 2 final QRC,0.2338493118120295,True,False,False,2,warning,,
2020-04-14,0.2701823503502518,True,False,False,True,True,False,False,False,False,False,rally,0.2964565896875434,Phase 2 final QRC,0.2964565896875434,True,True,False,1,warning,,
2020-04-15,0.2668310328277478,True,False,False,True,True,True,False,True,False,False,selloff,0.253984448847235,Phase 2 final QRC,0.253984448847235,True,False,False,3,warning,,
2020-04-16,0.2696111141700713,True,False,False,True,True,False,False,False,False,False,rally,0.3387879170992585,Phase 2 final QRC,0.3387879170992585,True,True,True,1,warning,,
2020-04-17,0.2529855470497542,True,False,False,True,True,False,False,False,False,False,rally,0.3643324098325403,Phase 2 final QRC,0.3643324098325403,True,True,True,1,warning,,
2020-04-20,0.2671414942094705,True,False,False,True,True,True,False,True,False,False,selloff,0.2884017169349228,Phase 2 final QRC,0.2884017169349228,True,True,False,3,crisis_like,,
2020-04-21,0.2464316169093808,True,False,False,True,True,False,True,True,False,False,selloff,0.2541569338165641,Phase 2 final QRC,0.2541569338165641,True,False,False,3,warning,,
2020-04-22,0.2413138401029233,True,False,False,True,True,False,False,False,False,False,rally,0.3059081008049394,Phase 2 final QRC,0.3059081008049394,True,True,False,1,warning,,
2020-04-23,0.2425635310772559,True,False,False,True,True,False,False,False,False,False,neutral,0.2377518217398065,Phase 2 final QRC,0.2377518217398065,True,False,False,1,warning,,
2020-04-24,0.2376302820153834,True,False,False,True,True,True,False,False,False,False,rally,0.2168444769259883,Phase 2 final QRC,0.2168444769259883,True,False,False,2,warning,,
2020-04-27,0.2361677407903995,True,False,False,True,True,True,False,False,False,False,rally,0.2582598505263063,Phase 2 final QRC,0.2582598505263063,True,False,False,2,warning,,
2020-04-28,0.2413629471772201,True,False,False,True,True,True,False,False,False,False,selloff,0.30980561677419,Phase 2 final QRC,0.30980561677419,True,True,False,2,crisis_like,,
2020-04-29,0.2233489578622734,True,False,False,True,True,False,False,False,False,False,rally,0.2925260677250199,Phase 2 final QRC,0.2925260677250199,True,True,False,1,warning,,
2020-04-30,0.2214301447476907,True,False,False,True,True,True,False,True,False,False,selloff,0.2584998784934454,Phase 2 final QRC,0.2584998784934454,True,False,False,3,warning,,
2020-05-01,0.2004143808599535,False,False,False,True,True,False,False,True,False,False,selloff,0.2359573523559841,Phase 2 final QRC,0.2359573523559841,True,False,False,2,warning,,
2020-05-04,0.2023045172244171,False,False,False,True,True,True,False,False,False,False,neutral,0.3018034080716513,Phase 2 final QRC,0.3018034080716513,True,True,False,2,crisis_like,,
2020-05-05,0.2050939316640647,False,False,False,True,True,True,False,False,False,False,rally,0.2694261517293445,Phase 2 final QRC,0.2694261517293445,True,False,False,2,warning,,
2020-05-06,0.2038817160184683,False,False,False,True,True,True,False,False,False,False,selloff,0.2762848360717995,Phase 2 final QRC,0.2762848360717995,True,True,False,2,crisis_like,,
2020-05-07,0.218687747859732,True,False,False,True,True,False,False,False,False,False,rally,0.3349767707988583,Phase 2 final QRC,0.3349767707988583,True,True,True,1,warning,,
2020-05-08,0.2150580534305033,True,False,False,True,True,False,False,False,False,False,rally,0.3090590107931394,Phase 2 final QRC,0.3090590107931394,True,True,False,1,warning,,
2020-05-11,0.2166917327934761,True,False,False,True,True,True,False,False,False,False,neutral,0.27913270079398,Phase 2 final QRC,0.27913270079398,True,True,False,2,crisis_like,,
2020-05-12,0.205530263597585,False,False,False,True,True,True,False,True,False,False,selloff,0.2867661093870945,Phase 2 final QRC,0.2867661093870945,True,True,False,3,crisis_like,,
2020-05-13,0.2874955811826977,True,True,False,True,True,True,True,True,False,False,selloff,0.2162676900399017,Phase 2 final QRC,0.2162676900399017,True,False,False,4,crisis_like,,
2020-05-14,0.2874999254023734,True,True,False,True,True,True,False,False,False,False,rally,0.2566157276504293,Phase 2 final QRC,0.2566157276504293,True,False,False,2,warning,,
2020-05-15,0.2889275008135583,True,True,False,True,True,True,False,False,False,False,neutral,0.2195720558635378,Phase 2 final QRC,0.2195720558635378,True,False,False,2,warning,,
2020-05-18,0.2769746516032362,True,True,False,True,True,False,False,False,False,True,rally,0.2186550961551646,Phase 2 final QRC,0.2186550961551646,True,False,False,1,warning,,
2020-05-19,0.2749366990585464,True,True,False,True,True,False,False,True,False,False,selloff,0.2658897933314431,Phase 2 final QRC,0.2658897933314431,True,False,False,2,warning,,
2020-05-20,0.2683589348857267,True,False,False,True,True,False,False,False,False,True,rally,0.2320954901027642,Phase 2 final QRC,0.2320954901027642,True,False,False,1,warning,,
2020-05-21,0.2680028346846513,True,False,False,True,True,False,False,True,False,False,selloff,0.2747852358971943,Phase 2 final QRC,0.2747852358971943,True,True,False,2,crisis_like,,
2020-05-22,0.2688779837898655,True,False,False,True,True,True,False,False,False,False,neutral,0.2683348966208178,Phase 2 final QRC,0.2683348966208178,True,False,False,2,warning,,
2020-05-26,0.2658418202121995,True,False,False,True,True,False,False,False,False,False,rally,0.2985255989546615,Phase 2 final QRC,0.2985255989546615,True,True,False,1,warning,,
2020-05-27,0.2762899064579848,True,True,False,True,True,True,False,False,False,False,rally,0.2474409869873569,Phase 2 final QRC,0.2474409869873569,True,False,False,2,warning,,
2020-05-28,0.2787935611731541,True,True,False,True,True,False,False,False,False,False,neutral,0.2253564403300833,Phase 2 final QRC,0.2253564403300833,True,False,False,1,warning,,
2020-05-29,0.2911311279505935,True,True,False,True,True,True,False,False,False,False,neutral,0.2050397146863128,Phase 2 final QRC,0.2050397146863128,False,False,False,2,watch,,
2020-06-01,0.2953550712587017,True,True,False,False,True,False,False,False,True,False,neutral,0.2163836299209705,Phase 2 final QRC,0.2163836299209705,True,False,False,2,warning,,
2020-06-02,0.2973534920929283,True,True,False,False,True,False,False,False,False,False,rally,0.2822876579349828,Phase 2 final QRC,0.2822876579349828,True,True,False,1,warning,,
2020-06-03,0.29467090231058,True,True,False,False,True,False,False,False,False,False,rally,0.1957248919174965,Phase 2 final QRC,0.1957248919174965,False,False,False,1,normal,,
2020-06-04,0.2951673777335289,True,True,False,False,True,False,False,False,False,False,neutral,0.2210783092151013,Phase 2 final QRC,0.2210783092151013,True,False,False,1,warning,,
2020-06-05,0.2863764044725382,True,True,False,True,False,False,False,False,True,False,rally,0.2136086085957339,Phase 2 final QRC,0.2136086085957339,True,False,False,1,warning,,
2020-06-08,0.285563989938576,True,True,False,True,True,False,False,False,True,False,rally,0.2297059404204712,Phase 2 final QRC,0.2297059404204712,True,False,False,2,warning,,
2020-06-09,0.2856089203576233,True,True,False,True,True,False,False,True,False,False,selloff,0.2917302970673104,Phase 2 final QRC,0.2917302970673104,True,True,False,2,crisis_like,,
2020-06-10,0.2856372742053463,True,True,False,False,True,True,False,False,False,False,selloff,0.2418841532541842,Phase 2 final QRC,0.2418841532541842,True,False,False,2,warning,,
2020-06-11,0.1961272327499756,False,False,False,True,True,True,True,True,True,True,selloff,0.248186420561793,Phase 2 final QRC,0.248186420561793,True,False,False,5,crisis_like,,
2020-06-12,0.1939927344746757,False,False,False,True,True,True,True,False,False,True,rally,0.3063506224819665,Phase 2 final QRC,0.3063506224819665,True,True,False,3,crisis_like,,
2020-06-15,0.1965555139023021,False,False,False,True,True,True,True,False,False,True,rally,0.249331313,Phase 2 final QRC,0.249331313,True,False,False,3,warning,,
2020-06-16,0.1873718652678265,False,False,False,True,True,True,False,False,False,True,rally,0.2426940413848906,Phase 2 final QRC,0.2426940413848906,True,False,False,2,warning,,
2020-06-17,0.1871550631810512,False,False,False,True,True,False,False,False,False,True,selloff,0.3070031291261118,Phase 2 final QRC,0.3070031291261118,True,True,False,1,warning,,
2020-06-18,0.1874319425445104,False,False,False,True,True,True,False,False,False,False,neutral,0.297489547367444,Phase 2 final QRC,0.297489547367444,True,True,False,2,crisis_like,,
2020-06-19,0.1885028763469449,False,False,False,True,True,True,True,False,False,False,selloff,0.3174911297718268,Phase 2 final QRC,0.3174911297718268,True,True,False,3,crisis_like,,
2020-06-22,0.1872832809962245,False,False,False,True,True,True,False,False,True,False,rally,0.3447162421966247,Phase 2 final QRC,0.3447162421966247,True,True,True,3,crisis_like,,
2020-06-23,0.1876569543130166,False,False,False,True,True,False,False,False,False,False,neutral,0.24146521633609,Phase 2 final QRC,0.24146521633609,True,False,False,1,warning,,
2020-06-24,0.1691678228431882,False,False,False,True,True,True,True,True,True,False,selloff,0.2248275556362471,Phase 2 final QRC,0.2248275556362471,True,False,False,5,crisis_like,,
2020-06-25,0.1664663359381972,False,False,False,True,True,True,True,False,False,False,rally,0.2222364354842442,Phase 2 final QRC,0.2222364354842442,True,False,False,3,warning,,
2020-06-26,0.145243598864703,False,False,False,True,True,True,True,True,False,False,selloff,0.2952511458361218,Phase 2 final QRC,0.2952511458361218,True,True,False,4,crisis_like,,
2020-06-29,0.137562516025005,False,False,False,True,True,True,True,False,False,False,rally,0.2234770269073967,Phase 2 final QRC,0.2234770269073967,True,False,False,3,warning,,
2020-06-30,0.1369848981567976,False,False,False,True,True,True,True,False,False,False,rally,0.246871365436688,Phase 2 final QRC,0.246871365436688,True,False,False,3,warning,,
2020-07-01,0.1353212765075679,False,False,False,True,True,True,False,False,False,False,rally,0.229670679763306,Phase 2 final QRC,0.229670679763306,True,False,False,2,warning,,
2020-07-02,0.1367935470580526,False,False,False,True,True,False,False,False,False,False,rally,0.2381220229474459,Phase 2 final QRC,0.2381220229474459,True,False,False,1,warning,,
2020-07-06,0.1279070086791458,False,False,False,True,True,True,False,False,False,False,rally,0.263829132461428,Phase 2 final QRC,0.263829132461428,True,False,False,2,warning,,
2020-07-07,0.1232606277982563,False,False,False,True,True,False,False,True,False,False,selloff,0.2290065756154622,Phase 2 final QRC,0.2290065756154622,True,False,False,2,warning,,
2020-07-08,0.1222485965780565,False,False,False,True,True,True,False,False,False,False,rally,0.2138608650670151,Phase 2 final QRC,0.2138608650670151,True,False,False,2,warning,,
2020-07-09,0.1228547092476931,False,False,False,True,True,True,False,False,False,False,selloff,0.2007525085127056,Phase 2 final QRC,0.2007525085127056,False,False,False,2,watch,,
2020-07-10,0.1174707957495858,False,False,False,False,True,True,False,False,False,False,rally,0.223828800103196,Phase 2 final QRC,0.223828800103196,True,False,False,2,warning,,
2020-07-13,0.113836033469816,False,False,False,False,True,True,False,True,True,False,selloff,0.2448130241410057,Phase 2 final QRC,0.2448130241410057,True,False,False,4,crisis_like,,
2020-07-14,0.1083304603339091,False,False,False,False,True,True,False,False,False,False,rally,0.2157784559389409,Phase 2 final QRC,0.2157784559389409,True,False,False,2,warning,,
2020-07-15,0.1144426459665727,False,False,False,False,True,True,False,False,False,False,rally,0.2162455176982395,Phase 2 final QRC,0.2162455176982395,True,False,False,2,warning,,
2020-07-16,0.114022996959897,False,False,False,False,True,False,False,False,False,False,neutral,0.2181263058110614,Phase 2 final QRC,0.2181263058110614,True,False,False,1,warning,,
2020-07-17,0.1135591128798552,False,False,False,False,True,False,False,False,False,False,neutral,0.226292492702219,Phase 2 final QRC,0.226292492702219,True,False,False,1,warning,,
2020-07-20,0.1104809274503814,False,False,False,False,False,True,False,False,False,False,rally,0.2444336538001414,Phase 2 final QRC,0.2444336538001414,True,False,False,1,warning,,
2020-07-21,0.1104889791663061,False,False,False,False,False,False,False,False,False,False,neutral,0.2237854878511193,Phase 2 final QRC,0.2237854878511193,True,False,False,0,watch,,
2020-07-22,0.109641452226132,False,False,False,False,False,False,False,False,False,False,rally,0.2188775524235342,Phase 2 final QRC,0.2188775524235342,True,False,False,0,watch,,
2020-07-23,0.1016247859986394,False,False,False,False,True,True,False,True,False,False,selloff,0.2231238176821536,Phase 2 final QRC,0.2231238176821536,True,False,False,3,warning,,
2020-07-24,0.0997977872357946,False,False,False,False,True,True,False,False,False,False,selloff,0.2327769030890429,Phase 2 final QRC,0.2327769030890429,True,False,False,2,warning,,
2020-07-27,0.102835541389078,False,False,False,False,False,False,False,False,False,False,rally,0.1858168788095812,Phase 2 final QRC,0.1858168788095812,False,False,False,0,normal,,
2020-07-28,0.1010883816137573,False,False,False,False,True,False,False,False,False,False,selloff,0.1994820458472803,Phase 2 final QRC,0.1994820458472803,False,False,False,1,normal,,
2020-07-29,0.0979290069386093,False,False,False,False,False,False,False,False,False,False,rally,0.193450296965944,Phase 2 final QRC,0.193450296965944,False,False,False,0,normal,,
2020-07-30,0.0974125728222805,False,False,False,False,False,True,False,False,False,False,selloff,0.1913682934282907,Phase 2 final QRC,0.1913682934282907,False,False,False,1,normal,,
2020-07-31,0.0960778903518305,False,False,False,False,False,True,False,False,False,False,rally,0.1783795893747715,Phase 2 final QRC,0.1783795893747715,False,False,False,1,normal,,
2020-08-03,0.0937665428361727,False,False,False,False,False,True,False,False,False,False,rally,0.162098313374311,Phase 2 final QRC,0.162098313374311,False,False,False,1,normal,,
2020-08-04,0.0985504540855794,False,False,False,False,False,False,False,False,False,False,neutral,0.1726380696717794,Phase 2 final QRC,0.1726380696717794,False,False,False,0,normal,,
2020-08-05,0.108754267132411,False,False,False,False,False,False,False,False,False,False,rally,0.1605007296591734,Phase 2 final QRC,0.1605007296591734,False,False,False,0,normal,,
2020-08-06,0.1634668028843875,False,False,False,False,False,True,False,False,False,False,rally,0.1920741314376193,Phase 2 final QRC,0.1920741314376193,False,False,False,1,normal,,
2020-08-07,0.1660173327828997,False,False,False,False,False,False,False,False,False,False,neutral,0.1604881519539132,Phase 2 final QRC,0.1604881519539132,False,False,False,0,normal,,
2020-08-10,0.1926644371400608,False,False,False,False,False,False,False,False,False,False,neutral,0.1584836795444974,Phase 2 final QRC,0.1584836795444974,False,False,False,0,normal,,
2020-08-11,0.2026623764906241,False,False,False,False,False,True,False,True,False,False,selloff,0.1513985783806373,Phase 2 final QRC,0.1513985783806373,False,False,False,2,watch,,
2020-08-12,0.2062096598287469,False,False,False,False,False,False,False,False,False,False,rally,0.1538927621993075,Phase 2 final QRC,0.1538927621993075,False,False,False,0,normal,,
2020-08-13,0.2061175399626652,False,False,False,False,False,False,False,False,False,False,neutral,0.1822349742330791,Phase 2 final QRC,0.1822349742330791,False,False,False,0,normal,,
2020-08-14,0.2112862554316147,False,False,False,False,False,False,False,False,False,False,neutral,0.1914844570859948,Phase 2 final QRC,0.1914844570859948,False,False,False,0,normal,,
2020-08-17,0.2117431226860124,False,False,False,False,False,False,False,False,False,False,neutral,0.1792968751093795,Phase 2 final QRC,0.1792968751093795,False,False,False,0,normal,,
2020-08-18,0.2120747299443,False,False,False,False,False,False,False,False,False,False,neutral,0.1767418119618491,Phase 2 final QRC,0.1767418119618491,False,False,False,0,normal,,
2020-08-19,0.2138683019320517,True,False,False,False,False,False,False,False,True,False,selloff,0.1672126682724,Phase 2 final QRC,0.1672126682724,False,False,False,1,normal,,
2020-08-20,0.2175021376639198,True,False,False,False,False,True,False,False,False,False,neutral,0.1714742800776675,Phase 2 final QRC,0.1714742800776675,False,False,False,1,normal,,
2020-08-21,0.2207430318613333,True,False,False,False,False,True,False,False,False,False,neutral,0.1610722276736001,Phase 2 final QRC,0.1610722276736001,False,False,False,1,normal,,
2020-08-24,0.220772539093252,True,False,False,False,False,False,False,False,False,False,rally,0.1549123480529858,Phase 2 final QRC,0.1549123480529858,False,False,False,0,normal,,
2020-08-25,0.2356350366340552,True,False,False,False,False,False,False,False,False,False,neutral,0.1568687804942285,Phase 2 final QRC,0.1568687804942285,False,False,False,0,normal,,
2020-08-26,0.2331506512187665,True,False,False,False,False,True,False,False,False,False,rally,0.1616962624956005,Phase 2 final QRC,0.1616962624956005,False,False,False,1,normal,,
2020-08-27,0.239874637417647,True,False,False,False,False,True,False,False,False,False,neutral,0.1557676925798922,Phase 2 final QRC,0.1557676925798922,False,False,False,1,normal,,
2020-08-28,0.245838649887827,True,False,False,False,False,True,False,False,False,False,rally,0.1575269562018528,Phase 2 final QRC,0.1575269562018528,False,False,False,1,normal,,
2020-08-31,0.2462650209483614,True,False,False,False,True,True,False,False,False,False,selloff,0.161146875399809,Phase 2 final QRC,0.161146875399809,False,False,False,2,watch,,
2020-09-01,0.2454750739554157,True,False,False,False,True,False,False,False,False,False,rally,0.1660307674324508,Phase 2 final QRC,0.1660307674324508,False,False,False,1,normal,,
2020-09-02,0.241196309306351,True,False,False,False,True,False,False,False,False,False,rally,0.1595305470858908,Phase 2 final QRC,0.1595305470858908,False,False,False,1,normal,,
2020-09-03,0.2094496521902897,False,False,False,False,True,True,False,True,True,True,selloff,0.1875131423173746,Phase 2 final QRC,0.1875131423173746,False,False,False,4,watch,,
2020-09-04,0.2165997894316518,True,False,False,False,True,True,True,True,False,True,selloff,0.2212246431510621,Phase 2 final QRC,0.2212246431510621,True,False,False,4,crisis_like,,
2020-09-08,0.1995708518153455,False,False,False,False,True,True,True,True,False,True,selloff,0.2475616710339496,Phase 2 final QRC,0.2475616710339496,True,False,False,4,crisis_like,,
2020-09-09,0.1968824497673217,False,False,False,False,True,True,True,False,False,True,rally,0.236667220370736,Phase 2 final QRC,0.236667220370736,True,False,False,3,warning,,
2020-09-10,0.1894143152376919,False,False,False,False,True,True,True,True,False,True,selloff,0.253055229223256,Phase 2 final QRC,0.253055229223256,True,False,False,4,crisis_like,,
2020-09-11,0.1920166323332445,False,False,False,False,True,True,True,False,False,True,neutral,0.2349489322381903,Phase 2 final QRC,0.2349489322381903,True,False,False,3,warning,,
2020-09-14,0.1947364361950358,False,False,False,False,True,False,True,False,False,True,rally,0.2202906544142033,Phase 2 final QRC,0.2202906544142033,True,False,False,2,warning,,
2020-09-15,0.1953008736338086,False,False,False,False,True,False,True,False,False,False,rally,0.2294842286146205,Phase 2 final QRC,0.2294842286146205,True,False,False,2,warning,,
2020-09-16,0.1960709751733398,False,False,False,False,True,False,True,False,False,False,selloff,0.1962122241760465,Phase 2 final QRC,0.1962122241760465,False,False,False,2,watch,,
2020-09-17,0.1935969644299481,False,False,False,True,True,True,True,True,False,False,selloff,0.1723844515812331,Phase 2 final QRC,0.1723844515812331,False,False,False,4,watch,,
2020-09-18,0.1891958550541536,False,False,False,True,True,True,True,True,False,False,selloff,0.1775835494918207,Phase 2 final QRC,0.1775835494918207,False,False,False,4,watch,,
2020-09-21,0.1928057425291962,False,False,False,True,True,True,True,True,False,False,selloff,0.1842530851190139,Phase 2 final QRC,0.1842530851190139,False,False,False,4,watch,,
2020-09-22,0.1899517743531854,False,False,False,True,True,False,True,False,False,False,rally,0.2008177589409466,Phase 2 final QRC,0.2008177589409466,False,False,False,2,watch,,
2020-09-23,0.1708502230698305,False,False,False,True,True,True,True,True,False,False,selloff,0.1992890284621141,Phase 2 final QRC,0.1992890284621141,False,False,False,4,watch,,
2020-09-24,0.1716903036109147,False,False,False,True,True,False,True,False,False,False,neutral,0.2184501163661445,Phase 2 final QRC,0.2184501163661445,True,False,False,2,warning,,
2020-09-25,0.1624240692394255,False,False,False,True,True,True,True,False,False,False,rally,0.2033268986321093,Phase 2 final QRC,0.2033268986321093,False,False,False,3,watch,,
2020-09-28,0.1653671111194006,False,False,False,True,True,False,True,False,False,False,rally,0.1974485082574886,Phase 2 final QRC,0.1974485082574886,False,False,False,2,watch,,
2020-09-29,0.1646838089872906,False,False,False,True,True,False,True,False,False,False,selloff,0.196217214609043,Phase 2 final QRC,0.196217214609043,False,False,False,2,watch,,
2020-09-30,0.2040602457860821,False,False,False,True,True,False,True,False,True,False,rally,0.1770464193589382,Phase 2 final QRC,0.1770464193589382,False,False,False,3,watch,,
2020-10-01,0.2059440517762381,False,False,False,True,True,False,False,False,False,False,rally,0.149120807572836,Phase 2 final QRC,0.149120807572836,False,False,False,1,normal,,
2020-10-02,0.2065188237245645,False,False,False,False,True,True,False,True,False,False,selloff,0.1355144210344356,Phase 2 final QRC,0.1355144210344356,False,False,False,3,watch,,
2020-10-05,0.200803972022007,False,False,False,True,True,False,False,False,True,False,rally,0.1322124754898565,Phase 2 final QRC,0.1322124754898565,False,False,False,2,watch,,
2020-10-06,0.2039577355148469,False,False,False,False,True,True,False,True,True,False,selloff,0.1227251003673601,Phase 2 final QRC,0.1227251003673601,False,False,False,4,watch,,
2020-10-07,0.2097669380748754,False,False,False,False,True,False,False,False,False,False,rally,0.140415510862762,Phase 2 final QRC,0.140415510862762,False,False,False,1,normal,,
2020-10-08,0.2184535512377401,True,False,False,False,True,True,False,False,False,True,rally,0.1485688947621816,Phase 2 final QRC,0.1485688947621816,False,False,False,2,watch,,
2020-10-09,0.2161636933787012,True,False,False,False,False,False,False,False,False,False,rally,0.1632864289832986,Phase 2 final QRC,0.1632864289832986,False,False,False,0,normal,,
2020-10-12,0.2132654122558163,True,False,False,False,False,False,False,False,False,False,rally,0.1836011589253445,Phase 2 final QRC,0.1836011589253445,False,False,False,0,normal,,
2020-10-13,0.2120592459432145,False,False,False,False,True,False,False,False,False,False,selloff,0.1457183746640782,Phase 2 final QRC,0.1457183746640782,False,False,False,1,normal,,
2020-10-14,0.2125057679277142,False,False,False,False,True,False,False,False,False,False,selloff,0.1301586477294452,Phase 2 final QRC,0.1301586477294452,False,False,False,1,normal,,
2020-10-15,0.2152598203470748,True,False,False,False,True,False,False,False,False,False,neutral,0.1454433414015535,Phase 2 final QRC,0.1454433414015535,False,False,False,1,normal,,
2020-10-16,0.2207128972204488,True,False,False,False,True,False,False,False,False,False,neutral,0.1341872874147114,Phase 2 final QRC,0.1341872874147114,False,False,False,1,normal,,
2020-10-19,0.2183939435176427,True,False,False,False,True,False,False,True,False,False,selloff,0.1570897232471537,Phase 2 final QRC,0.1570897232471537,False,False,False,2,watch,,
2020-10-20,0.2187715028766244,True,False,False,False,True,False,False,False,False,False,neutral,0.1554627175795435,Phase 2 final QRC,0.1554627175795435,False,False,False,1,normal,,
2020-10-21,0.2228517803428603,True,False,False,False,True,False,False,False,False,False,neutral,0.1664416226792019,Phase 2 final QRC,0.1664416226792019,False,False,False,1,normal,,
2020-10-22,0.2225045511562266,True,False,False,False,True,False,False,False,False,False,rally,0.1669208038644304,Phase 2 final QRC,0.1669208038644304,False,False,False,1,normal,,
